,playerid,Name,Team,MarApr_PA,MarApr_AB,MarApr_H,MarApr_HR,MarApr_R,MarApr_RBI,MarApr_SB,MarApr_BB%,MarApr_K%,MarApr_ISO,MarApr_BABIP,MarApr_AVG,MarApr_OBP,MarApr_SLG,MarApr_LD%,MarApr_GB%,MarApr_FB%,MarApr_IFFB%,MarApr_HR/FB,MarApr_O-Swing%,MarApr_Z-Swing%,MarApr_Swing%,MarApr_O-Contact%,MarApr_Z-Contact%,MarApr_Contact%,FullSeason_OBP,Predicted_OBP,Percent_Error
256,13066,Teoscar Hernandez,TOR,103,92,20,2,12,13,2,0.09699999999999999,0.262,0.12,0.281,0.217,0.291,0.337,0.182,0.39399999999999996,0.424,0.071,0.071,0.298,0.726,0.46399999999999997,0.494,0.79,0.6729999999999999,0.306,0.2801385968656886,0.08451438932781503
257,7435,Ben Zobrist,CHC,82,71,17,0,8,7,0,0.122,0.122,0.014,0.274,0.239,0.329,0.254,0.226,0.532,0.242,0.133,0.0,0.182,0.532,0.325,0.73,0.851,0.8109999999999999,0.358,0.3109418678918283,0.13144729639154099
258,9241,Starling Marte,PIT,80,75,15,3,9,11,3,0.025,0.2,0.2,0.214,0.2,0.241,0.4,0.18600000000000003,0.525,0.28800000000000003,0.11800000000000001,0.17600000000000002,0.39399999999999996,0.767,0.551,0.5379999999999999,0.88,0.7390000000000001,0.342,0.25636446794406725,0.25039629256120693
259,3410,Ryan Braun,MIL,105,97,19,5,11,16,1,0.057,0.23800000000000002,0.186,0.209,0.196,0.25,0.381,0.127,0.521,0.35200000000000004,0.08,0.2,0.382,0.725,0.522,0.562,0.897,0.7509999999999999,0.343,0.2594191374861504,0.24367598400539242
260,11982,Travis Shaw,MIL,110,98,19,4,10,8,0,0.091,0.345,0.153,0.268,0.194,0.282,0.347,0.22,0.373,0.40700000000000003,0.083,0.16699999999999998,0.276,0.6679999999999999,0.444,0.625,0.695,0.67,0.281,0.28932744206637695,0.02963502514724883
261,16442,Ryan O'Hearn,KCR,99,84,14,3,11,8,0,0.131,0.253,0.167,0.193,0.167,0.283,0.333,0.11699999999999999,0.5,0.38299999999999995,0.087,0.13,0.252,0.583,0.376,0.541,0.8690000000000001,0.731,0.281,0.2803541516823094,0.0022983925896462648
262,14894,Tony Kemp,HOU,45,39,7,2,7,3,1,0.08900000000000001,0.17800000000000002,0.154,0.172,0.179,0.273,0.333,0.133,0.433,0.433,0.0,0.154,0.264,0.579,0.41100000000000003,0.7390000000000001,0.932,0.866,0.291,0.25492812201207227,0.12395834360112618
263,1433,Wilson Ramos,NYM,99,89,22,1,12,17,0,0.081,0.152,0.056,0.284,0.247,0.313,0.303,0.2,0.627,0.17300000000000001,0.154,0.077,0.36200000000000004,0.779,0.5479999999999999,0.619,0.853,0.767,0.351,0.27826627040794394,0.2072186028263705
264,17719,Steven Duggar,SFG,117,108,24,3,10,11,1,0.051,0.299,0.139,0.292,0.222,0.265,0.361,0.21899999999999997,0.534,0.247,0.0,0.16699999999999998,0.259,0.636,0.435,0.485,0.853,0.737,0.278,0.3073620653871064,0.1056189402413899
265,15654,Billy McKinney,TOR,92,83,19,1,10,5,0,0.054000000000000006,0.207,0.108,0.281,0.229,0.278,0.337,0.24600000000000002,0.4,0.354,0.174,0.043,0.313,0.687,0.48200000000000004,0.643,0.871,0.79,0.274,0.2921717724160629,0.06632033728490103
266,18042,Dylan Moore,SEA,39,35,7,1,4,3,0,0.051,0.385,0.114,0.316,0.2,0.282,0.314,0.1,0.6,0.3,0.0,0.16699999999999998,0.26899999999999996,0.7759999999999999,0.483,0.607,0.8140000000000001,0.747,0.302,0.28338551389563993,0.06163737120649027
267,9744,Justin Bour,LAA,91,80,14,3,7,13,0,0.11,0.275,0.15,0.212,0.175,0.275,0.325,0.145,0.473,0.382,0.23800000000000002,0.14300000000000002,0.267,0.575,0.396,0.565,0.875,0.753,0.259,0.28762516307961217,0.11052186517224771
268,9256,A.J. Pollock,LAD,115,103,23,2,15,14,0,0.078,0.2,0.107,0.263,0.223,0.287,0.33,0.171,0.47600000000000003,0.354,0.10300000000000001,0.069,0.29600000000000004,0.6859999999999999,0.46,0.662,0.917,0.8220000000000001,0.327,0.29408943842506496,0.10064391918940381
269,15937,Aledmys Diaz,HOU,41,39,8,2,5,9,0,0.024,0.146,0.231,0.188,0.205,0.22,0.436,0.147,0.5589999999999999,0.294,0.1,0.2,0.39,0.758,0.5539999999999999,0.5,0.894,0.74,0.356,0.23048198715930845,0.3525786877547515
270,9368,Evan Longoria,SFG,109,104,22,3,9,11,1,0.037000000000000005,0.21100000000000002,0.163,0.244,0.212,0.248,0.375,0.198,0.38299999999999995,0.42,0.059000000000000004,0.08800000000000001,0.35,0.639,0.495,0.69,0.878,0.812,0.325,0.2804616995237116,0.13704092454242592
271,10199,Billy Hamilton,KCR,84,74,16,0,12,3,8,0.107,0.226,0.068,0.286,0.216,0.298,0.284,0.29100000000000004,0.436,0.273,0.267,0.0,0.27899999999999997,0.684,0.45899999999999996,0.642,0.856,0.7829999999999999,0.289,0.31706389831263837,0.09710691457660343
272,11602,Yolmer Sanchez,CHW,72,64,15,0,7,3,1,0.09699999999999999,0.264,0.031,0.326,0.234,0.306,0.266,0.2,0.467,0.33299999999999996,0.0,0.0,0.267,0.627,0.409,0.75,0.784,0.77,0.318,0.29721238900372354,0.06536984590024045
273,16512,Isiah Kiner-Falefa,TEX,59,50,10,0,7,5,1,0.11900000000000001,0.254,0.04,0.286,0.2,0.31,0.24,0.171,0.629,0.2,0.0,0.0,0.314,0.525,0.402,0.682,0.9620000000000001,0.833,0.299,0.3014278937692457,0.008120046050989087
274,8418,Ehire Adrianza,MIN,42,34,6,1,5,2,0,0.071,0.14300000000000002,0.088,0.179,0.176,0.293,0.265,0.31,0.379,0.31,0.0,0.111,0.337,0.629,0.455,0.871,0.846,0.857,0.349,0.2519558415984532,0.2780634911219106
275,9272,Chris Davis,BAL,75,68,12,3,6,13,0,0.08,0.373,0.176,0.243,0.176,0.253,0.353,0.175,0.375,0.45,0.0,0.16699999999999998,0.285,0.611,0.414,0.418,0.779,0.629,0.276,0.2650787656827829,0.039569689555134575
276,12976,Austin Hedges,SDP,68,63,11,4,5,9,0,0.044000000000000004,0.25,0.206,0.167,0.175,0.235,0.381,0.196,0.391,0.413,0.158,0.21100000000000002,0.331,0.664,0.479,0.5710000000000001,0.81,0.7190000000000001,0.252,0.24115007853182907,0.04305524392131322
277,5491,Austin Romine,NYY,47,45,11,1,5,8,0,0.021,0.213,0.089,0.294,0.244,0.261,0.333,0.114,0.514,0.371,0.231,0.077,0.429,0.78,0.618,0.633,0.922,0.83,0.31,0.2593838520539762,0.16327789660007683
278,6885,Ian Desmond,COL,98,92,18,3,9,13,0,0.051,0.265,0.174,0.234,0.196,0.235,0.37,0.22699999999999998,0.379,0.39399999999999996,0.115,0.115,0.305,0.745,0.496,0.594,0.8079999999999999,0.7340000000000001,0.31,0.26478756486370425,0.14584656495579273
279,12434,Kevin Pillar,- - -,111,103,21,5,13,19,3,0.036000000000000004,0.171,0.175,0.195,0.204,0.234,0.379,0.18600000000000003,0.395,0.419,0.083,0.139,0.43799999999999994,0.6579999999999999,0.529,0.736,0.929,0.836,0.287,0.2604944145292755,0.09235395634398766
280,15986,Willy Adames,TBR,98,90,18,1,13,4,1,0.071,0.29600000000000004,0.1,0.283,0.2,0.265,0.3,0.18600000000000003,0.61,0.203,0.0,0.083,0.298,0.6609999999999999,0.479,0.574,0.782,0.7170000000000001,0.317,0.27663148124059767,0.12734548504543325
281,13510,Jose Ramirez,CLE,121,105,19,2,13,9,9,0.107,0.14,0.095,0.195,0.181,0.281,0.276,0.22699999999999998,0.33,0.44299999999999995,0.10300000000000001,0.051,0.261,0.68,0.42700000000000005,0.731,0.903,0.84,0.327,0.2801224187430899,0.1433565176052297
282,11936,Joe Panik,SFG,94,84,17,1,6,7,0,0.085,0.11699999999999999,0.071,0.219,0.202,0.277,0.274,0.264,0.431,0.306,0.091,0.045,0.22,0.645,0.41,0.87,0.927,0.91,0.315,0.2852933554368721,0.09430680813691392
283,17182,Jung Ho Kang,PIT,81,75,12,4,5,8,0,0.07400000000000001,0.34600000000000003,0.2,0.186,0.16,0.222,0.36,0.17,0.46799999999999997,0.36200000000000004,0.11800000000000001,0.235,0.335,0.595,0.444,0.507,0.841,0.6940000000000001,0.222,0.2562505683888659,0.154281839589486
284,14477,Jake Cave,MIN,38,34,7,0,1,3,0,0.105,0.237,0.029,0.28,0.206,0.289,0.235,0.08,0.76,0.16,0.0,0.0,0.344,0.778,0.507,0.613,0.857,0.753,0.351,0.2538045711974055,0.27691005356864523
285,14225,Yasiel Puig,CIN,106,99,19,4,8,15,3,0.047,0.255,0.162,0.214,0.192,0.226,0.354,0.21600000000000003,0.324,0.45899999999999996,0.11800000000000001,0.11800000000000001,0.43,0.805,0.5870000000000001,0.598,0.847,0.741,0.327,0.25062774155592715,0.23355430716841852
286,14145,Daniel Robertson,TBR,88,78,14,1,7,9,1,0.114,0.284,0.077,0.25,0.179,0.273,0.256,0.115,0.596,0.28800000000000003,0.067,0.067,0.213,0.6709999999999999,0.42,0.535,0.893,0.794,0.312,0.28069524237226245,0.10033576162736392
287,13369,Erik Gonzalez,PIT,59,51,11,0,2,2,3,0.102,0.22,0.078,0.289,0.216,0.298,0.294,0.111,0.611,0.278,0.3,0.0,0.376,0.782,0.5379999999999999,0.591,0.885,0.762,0.301,0.2930126202125938,0.02653614547311034
288,11342,Jesus Aguilar,MIL,92,80,13,3,8,12,0,0.098,0.228,0.138,0.175,0.163,0.244,0.3,0.233,0.35,0.41700000000000004,0.08,0.12,0.327,0.662,0.47100000000000003,0.5539999999999999,0.77,0.685,0.325,0.2333228931733137,0.28208340562057327
289,8610,Kendrys Morales,OAK,88,74,12,1,5,4,0,0.125,0.14800000000000002,0.054,0.18,0.162,0.284,0.216,0.129,0.484,0.387,0.083,0.042,0.231,0.637,0.405,0.733,0.903,0.848,0.313,0.2483582254457303,0.20652324138744313
290,2829,Manny Pina,MIL,31,26,4,0,1,1,0,0.09699999999999999,0.258,0.038,0.222,0.154,0.29,0.192,0.278,0.278,0.444,0.125,0.0,0.28,0.63,0.419,0.652,0.882,0.789,0.313,0.2555201315271006,0.18364175230958266
291,13620,Carson Kelly,ARI,53,51,10,0,3,6,0,0.019,0.245,0.137,0.263,0.196,0.226,0.333,0.237,0.474,0.289,0.182,0.0,0.325,0.69,0.504,0.5529999999999999,0.885,0.7759999999999999,0.348,0.2686870800575257,0.2279106894898687
292,13757,Chris Taylor,LAD,80,70,12,1,4,9,1,0.1,0.263,0.086,0.224,0.171,0.263,0.257,0.16,0.52,0.32,0.063,0.063,0.27699999999999997,0.755,0.494,0.5710000000000001,0.721,0.675,0.333,0.2349707719609861,0.294382066183225
293,19238,Lourdes Gurriel Jr.,TOR,44,40,7,0,2,7,1,0.068,0.273,0.1,0.25,0.175,0.25,0.275,0.14300000000000002,0.429,0.429,0.25,0.0,0.41700000000000004,0.621,0.491,0.605,0.833,0.7090000000000001,0.327,0.2454073223820503,0.24951889179801137
294,9776,Jason Kipnis,CLE,50,45,9,0,2,3,1,0.1,0.16,0.022,0.243,0.2,0.28,0.222,0.083,0.47200000000000003,0.444,0.0,0.0,0.27399999999999997,0.679,0.45299999999999996,0.69,0.789,0.7559999999999999,0.304,0.23011106946909393,0.2430556925358752
295,16535,Danny Jansen,TOR,75,66,12,0,5,4,0,0.09300000000000001,0.28,0.061,0.261,0.182,0.267,0.242,0.196,0.522,0.28300000000000003,0.0,0.0,0.276,0.637,0.429,0.617,0.835,0.754,0.279,0.26720588624583724,0.04227280915470531
296,6887,Martin Maldonado,KCR,83,74,13,1,8,2,0,0.07200000000000001,0.18100000000000002,0.081,0.207,0.176,0.256,0.257,0.11900000000000001,0.525,0.35600000000000004,0.14300000000000002,0.048,0.282,0.684,0.469,0.7140000000000001,0.9329999999999999,0.863,0.293,0.24908456570761123,0.1498820283016681
297,8553,Gerardo Parra,SFG,96,85,16,1,8,6,2,0.083,0.188,0.071,0.224,0.188,0.271,0.259,0.239,0.522,0.239,0.188,0.063,0.40399999999999997,0.754,0.545,0.638,0.8320000000000001,0.746,0.293,0.24889067689498676,0.15054376486352639
298,13593,Jose Peraza,CIN,92,89,18,2,9,7,4,0.022000000000000002,0.207,0.101,0.235,0.202,0.228,0.303,0.14300000000000002,0.32899999999999996,0.529,0.081,0.054000000000000006,0.4,0.727,0.5579999999999999,0.625,0.9540000000000001,0.8320000000000001,0.285,0.24456719856774006,0.14186947870968392
299,13608,Mallex Smith,SEA,110,97,16,1,15,5,8,0.1,0.3,0.082,0.234,0.165,0.255,0.247,0.156,0.578,0.266,0.059000000000000004,0.059000000000000004,0.223,0.6709999999999999,0.436,0.547,0.745,0.6920000000000001,0.3,0.2590698869529485,0.13643371015683822
300,13324,Ildemaro Vargas,ARI,40,40,8,1,6,4,1,0.0,0.175,0.15,0.219,0.2,0.2,0.35,0.212,0.485,0.303,0.0,0.1,0.425,0.5710000000000001,0.49700000000000005,0.742,0.9,0.831,0.299,0.24347105656061827,0.18571552989759774
301,14352,Lewis Brinson,MIA,82,76,15,0,4,4,0,0.024,0.341,0.066,0.313,0.197,0.247,0.263,0.20800000000000002,0.43799999999999994,0.354,0.11800000000000001,0.0,0.428,0.672,0.528,0.532,0.7979999999999999,0.6709999999999999,0.236,0.26073202439607024,0.10479671354267056
302,15082,Adam Engel,CHW,45,41,7,1,4,3,0,0.067,0.37799999999999995,0.122,0.261,0.171,0.227,0.293,0.22699999999999998,0.409,0.364,0.125,0.125,0.304,0.713,0.484,0.5479999999999999,0.7020000000000001,0.648,0.304,0.2476852894381843,0.18524575842702531
303,5343,Brandon Crawford,SFG,112,101,20,0,5,2,1,0.08900000000000001,0.259,0.02,0.278,0.198,0.277,0.218,0.25,0.528,0.222,0.125,0.0,0.319,0.75,0.507,0.44299999999999995,0.868,0.7170000000000001,0.304,0.26585464967941763,0.12547812605454725
304,5497,Marwin Gonzalez,MIN,86,78,13,2,5,7,1,0.09300000000000001,0.244,0.09,0.2,0.167,0.244,0.256,0.14,0.526,0.33299999999999996,0.105,0.105,0.282,0.653,0.429,0.629,0.894,0.7879999999999999,0.322,0.25223862430652455,0.21665023507290515
305,5275,Francisco Cervelli,PIT,88,80,14,1,9,4,0,0.068,0.273,0.063,0.236,0.175,0.25,0.238,0.161,0.429,0.41100000000000003,0.043,0.043,0.29,0.627,0.442,0.518,0.879,0.748,0.302,0.24718346462283025,0.18151170654691967
306,10815,Jurickson Profar,OAK,102,93,15,2,9,13,3,0.069,0.13699999999999998,0.108,0.167,0.161,0.225,0.269,0.2,0.46299999999999997,0.33799999999999997,0.222,0.07400000000000001,0.345,0.6729999999999999,0.469,0.7559999999999999,0.9309999999999999,0.85,0.301,0.2512569524614483,0.16525929414801227
307,10030,Chris Owings,KCR,104,96,15,2,8,8,4,0.077,0.327,0.115,0.217,0.156,0.221,0.271,0.16399999999999998,0.59,0.24600000000000002,0.067,0.133,0.33799999999999997,0.602,0.45299999999999996,0.48100000000000004,0.8490000000000001,0.6940000000000001,0.209,0.2514284685124948,0.2030070263755732
308,3448,Jeff Mathis,TEX,51,47,8,1,7,2,0,0.078,0.275,0.064,0.219,0.17,0.235,0.234,0.156,0.375,0.469,0.133,0.067,0.373,0.598,0.478,0.46299999999999997,0.845,0.687,0.209,0.22076032634588397,0.05626950404729175
309,12282,Rougned Odor,TEX,69,62,9,1,10,5,2,0.087,0.377,0.081,0.229,0.145,0.232,0.226,0.17600000000000002,0.353,0.47100000000000003,0.25,0.063,0.297,0.6940000000000001,0.45799999999999996,0.574,0.779,0.7,0.283,0.24032575607786238,0.1507923813503095
310,17736,Richie Martin Jr.,BAL,74,67,11,0,5,1,1,0.081,0.33799999999999997,0.045,0.262,0.164,0.243,0.209,0.244,0.46299999999999997,0.293,0.25,0.0,0.344,0.743,0.534,0.509,0.8270000000000001,0.72,0.26,0.25048266101502725,0.03660514994220291
311,6195,Ian Kinsler,SDP,91,83,11,2,7,2,1,0.08800000000000001,0.187,0.108,0.141,0.133,0.209,0.241,0.154,0.385,0.462,0.267,0.067,0.27,0.6509999999999999,0.447,0.7170000000000001,0.8640000000000001,0.816,0.278,0.2264387772451244,0.18547202429811374
312,19262,Garrett Hampson,COL,81,77,14,1,8,4,1,0.025,0.272,0.091,0.236,0.182,0.2,0.273,0.17,0.47200000000000003,0.358,0.368,0.053,0.19899999999999998,0.608,0.38,0.5,0.897,0.78,0.302,0.260367148592902,0.1378571238645629
313,14818,JaCoby Jones,DET,56,51,7,1,4,1,1,0.036000000000000004,0.33899999999999997,0.078,0.194,0.137,0.214,0.216,0.063,0.43799999999999994,0.5,0.125,0.063,0.4,0.643,0.509,0.583,0.889,0.757,0.31,0.20520958131998562,0.33803360864520765
314,16403,Francisco Mejia,SDP,44,41,6,0,2,1,0,0.045,0.273,0.073,0.207,0.146,0.205,0.22,0.207,0.44799999999999995,0.345,0.2,0.0,0.39799999999999996,0.7,0.52,0.6829999999999999,0.7959999999999999,0.7440000000000001,0.316,0.21269619491189684,0.32691077559526316
315,12984,Jackie Bradley Jr.,BOS,99,88,13,0,5,5,3,0.091,0.303,0.034,0.22,0.148,0.224,0.182,0.085,0.593,0.322,0.158,0.0,0.298,0.706,0.47700000000000004,0.485,0.76,0.6629999999999999,0.317,0.21868597756090868,0.3101388720476067
316,9253,Keon Broxton,NYM,45,41,6,0,4,2,4,0.08900000000000001,0.42200000000000004,0.0,0.273,0.146,0.222,0.146,0.136,0.5,0.364,0.0,0.0,0.261,0.642,0.418,0.36700000000000005,0.654,0.5489999999999999,0.242,0.2078128796538325,0.14126909233953514
317,16357,Pablo Reyes,PIT,39,36,5,0,5,3,0,0.077,0.359,0.0,0.227,0.139,0.205,0.139,0.095,0.429,0.47600000000000003,0.1,0.0,0.273,0.5379999999999999,0.386,0.45799999999999996,0.857,0.695,0.274,0.21295159565049113,0.22280439543616384
318,6848,Eduardo Nunez,BOS,46,44,7,0,3,5,3,0.022000000000000002,0.174,0.023,0.194,0.159,0.178,0.182,0.083,0.528,0.389,0.214,0.0,0.307,0.696,0.506,0.696,0.909,0.846,0.243,0.19623789611453332,0.19243664150397807
319,16623,Greg Allen,CLE,42,38,4,0,4,6,0,0.048,0.33299999999999996,0.053,0.16,0.105,0.167,0.158,0.16,0.48,0.36,0.111,0.0,0.4,0.7120000000000001,0.524,0.575,0.787,0.69,0.29,0.16265234884166113,0.4391298315804788
