,playerid,Name,Team,MarApr_PA,MarApr_AB,MarApr_H,MarApr_HR,MarApr_R,MarApr_RBI,MarApr_SB,MarApr_BB%,MarApr_K%,MarApr_ISO,MarApr_BABIP,MarApr_AVG,MarApr_OBP,MarApr_SLG,MarApr_LD%,MarApr_GB%,MarApr_FB%,MarApr_IFFB%,MarApr_HR/FB,MarApr_O-Swing%,MarApr_Z-Swing%,MarApr_Swing%,MarApr_O-Contact%,MarApr_Z-Contact%,MarApr_Contact%,FullSeason_OBP,Predicted_OBP,Percent_Error
0,15998,Cody Bellinger,LAD,132,109,47,14,32,37,5,0.14400000000000002,0.114,0.459,0.398,0.431,0.508,0.89,0.34,0.299,0.361,0.057,0.4,0.226,0.66,0.40700000000000003,0.8109999999999999,0.884,0.86,0.406,0.49930050180457225,0.22980419163687738
1,11477,Christian Yelich,MIL,124,102,36,14,26,34,6,0.161,0.161,0.451,0.319,0.353,0.46,0.804,0.157,0.434,0.41,0.11800000000000001,0.41200000000000003,0.27899999999999997,0.7240000000000001,0.44799999999999995,0.5660000000000001,0.878,0.757,0.429,0.44615990639748226,0.039999781812312986
2,17975,Scott Kingery,PHI,35,32,13,2,5,6,1,0.028999999999999998,0.14300000000000002,0.313,0.44,0.406,0.457,0.719,0.14800000000000002,0.519,0.33299999999999996,0.0,0.222,0.402,0.745,0.535,0.5429999999999999,0.8540000000000001,0.711,0.315,0.4071988014621668,0.29269460781640255
3,7927,Eric Sogard,TOR,49,43,17,3,8,9,2,0.102,0.102,0.302,0.4,0.395,0.458,0.698,0.297,0.297,0.405,0.0,0.2,0.273,0.505,0.373,0.9390000000000001,0.978,0.9620000000000001,0.353,0.48854402943758085,0.383977420503062
4,14130,Daniel Vogelbach,SEA,92,71,22,8,15,16,0,0.217,0.217,0.423,0.318,0.31,0.457,0.732,0.212,0.26899999999999996,0.519,0.07400000000000001,0.29600000000000004,0.237,0.488,0.337,0.6609999999999999,0.8270000000000001,0.757,0.341,0.4622998218133807,0.3557179525319081
5,12861,Anthony Rendon,WSN,86,73,26,6,21,18,0,0.105,0.174,0.384,0.377,0.356,0.442,0.74,0.203,0.305,0.49200000000000005,0.10300000000000001,0.207,0.22899999999999998,0.6459999999999999,0.40299999999999997,0.7170000000000001,0.935,0.863,0.412,0.4626633684527435,0.12296934090471723
6,15161,Mitch Garver,MIN,50,46,16,5,11,10,0,0.08,0.26,0.413,0.393,0.348,0.4,0.761,0.182,0.424,0.39399999999999996,0.0,0.385,0.209,0.511,0.32899999999999996,0.5710000000000001,0.9109999999999999,0.7809999999999999,0.365,0.45550722983565317,0.2479650132483649
7,13499,Tom Murphy,SEA,30,27,10,2,3,4,0,0.1,0.36700000000000005,0.333,0.571,0.37,0.433,0.704,0.375,0.125,0.5,0.0,0.25,0.295,0.645,0.45,0.391,0.825,0.667,0.324,0.4877908233934448,0.5055272326958173
8,15117,Hunter Dozier,KCR,103,86,30,7,14,17,0,0.146,0.175,0.337,0.371,0.349,0.447,0.686,0.188,0.319,0.493,0.0,0.20600000000000002,0.22399999999999998,0.5529999999999999,0.37,0.511,0.9440000000000001,0.799,0.348,0.4445223777301892,0.2773631543970955
9,15672,Austin Meadows,TBR,83,74,26,6,11,19,3,0.096,0.217,0.324,0.4,0.351,0.422,0.676,0.23199999999999998,0.33899999999999997,0.429,0.125,0.25,0.26899999999999996,0.5670000000000001,0.385,0.583,0.838,0.7290000000000001,0.364,0.4350955551251847,0.19531745913512288
10,17321,Michael Chavis,BOS,39,32,10,3,7,8,1,0.154,0.256,0.313,0.368,0.313,0.436,0.625,0.091,0.455,0.455,0.1,0.3,0.242,0.6709999999999999,0.429,0.5,0.6809999999999999,0.623,0.322,0.39029975049849003,0.21211102639282614
11,14128,Joey Gallo,TEX,109,87,23,10,20,25,0,0.193,0.349,0.414,0.325,0.264,0.404,0.678,0.28,0.3,0.42,0.048,0.47600000000000003,0.233,0.6940000000000001,0.41200000000000003,0.324,0.7440000000000001,0.599,0.389,0.40477798455673164,0.040560371611135286
12,10155,Mike Trout,LAA,119,85,25,6,19,16,4,0.244,0.11800000000000001,0.271,0.288,0.294,0.487,0.565,0.278,0.319,0.40299999999999997,0.069,0.207,0.161,0.579,0.335,0.8140000000000001,0.9640000000000001,0.922,0.438,0.4608397279777262,0.052145497666041575
13,11609,Willson Contreras,CHC,98,80,23,7,17,17,1,0.133,0.28600000000000003,0.338,0.356,0.288,0.418,0.625,0.13699999999999998,0.41200000000000003,0.451,0.087,0.304,0.321,0.703,0.456,0.598,0.7979999999999999,0.7070000000000001,0.355,0.39393158920595683,0.10966644846748409
14,8709,Elvis Andrus,TEX,120,108,39,5,19,20,6,0.083,0.192,0.222,0.425,0.361,0.425,0.583,0.306,0.45899999999999996,0.235,0.0,0.25,0.311,0.5710000000000001,0.42,0.612,0.8390000000000001,0.741,0.313,0.43137305198767945,0.3781886644973784
15,15172,Tim Anderson,CHW,99,96,36,6,21,18,10,0.02,0.212,0.24,0.435,0.375,0.394,0.615,0.22699999999999998,0.467,0.307,0.043,0.261,0.44799999999999995,0.794,0.58,0.6629999999999999,0.885,0.779,0.357,0.4012034759116671,0.12381926025677066
16,15149,Trey Mancini,BAL,121,110,39,6,23,14,0,0.083,0.207,0.264,0.413,0.355,0.405,0.618,0.256,0.37200000000000005,0.37200000000000005,0.125,0.188,0.337,0.693,0.48700000000000004,0.688,0.8140000000000001,0.764,0.364,0.3971578538381044,0.09109300504973745
17,15653,Dominic Smith,NYM,34,27,10,0,7,4,0,0.17600000000000002,0.17600000000000002,0.074,0.476,0.37,0.5,0.444,0.23800000000000002,0.429,0.33299999999999996,0.14300000000000002,0.0,0.297,0.638,0.43,0.778,0.73,0.75,0.355,0.4186845725528753,0.1793931621207755
18,18015,Paul DeJong,STL,129,117,40,5,26,13,2,0.078,0.171,0.265,0.389,0.342,0.403,0.607,0.27399999999999997,0.295,0.43200000000000005,0.098,0.122,0.255,0.723,0.466,0.606,0.851,0.777,0.318,0.4061550728274904,0.2772172101493409
19,19251,Pete Alonso,NYM,123,106,31,9,20,26,0,0.114,0.285,0.349,0.349,0.292,0.382,0.642,0.19399999999999998,0.41700000000000004,0.389,0.071,0.321,0.337,0.637,0.45,0.57,0.831,0.7090000000000001,0.358,0.39075035499378,0.09148143853011184
20,16472,Rhys Hoskins,PHI,128,104,29,8,19,24,0,0.16399999999999998,0.258,0.308,0.333,0.279,0.414,0.587,0.19699999999999998,0.29600000000000004,0.507,0.16699999999999998,0.222,0.22399999999999998,0.578,0.376,0.688,0.846,0.792,0.364,0.4233058065640377,0.16292804001109265
21,12858,Brian Goodwin,LAA,95,80,27,4,19,11,0,0.126,0.21100000000000002,0.238,0.404,0.338,0.426,0.575,0.295,0.32799999999999996,0.377,0.0,0.174,0.24600000000000002,0.601,0.402,0.614,0.855,0.772,0.326,0.42531137501914623,0.3046361196906326
22,3174,Shin-Soo Choo,TEX,117,102,34,3,20,11,2,0.111,0.188,0.235,0.403,0.333,0.419,0.569,0.203,0.456,0.342,0.0,0.111,0.209,0.6729999999999999,0.426,0.45299999999999996,0.847,0.7440000000000001,0.371,0.4106754860450672,0.10694201090314612
23,15362,Jeff McNeil,NYM,116,100,37,1,15,12,0,0.086,0.095,0.13,0.409,0.37,0.457,0.5,0.218,0.46,0.322,0.107,0.036000000000000004,0.319,0.7809999999999999,0.511,0.6709999999999999,0.8859999999999999,0.8079999999999999,0.384,0.3840978453925151,0.0002548057096747834
24,13419,Christian Walker,ARI,113,101,31,7,16,15,3,0.106,0.292,0.307,0.393,0.307,0.381,0.614,0.191,0.41200000000000003,0.397,0.07400000000000001,0.259,0.304,0.733,0.48,0.46799999999999997,0.75,0.645,0.348,0.38268908088026127,0.09968126689730257
25,13152,Jorge Polanco,MIN,113,100,32,5,15,10,0,0.09699999999999999,0.159,0.28,0.346,0.32,0.389,0.6,0.272,0.198,0.531,0.07,0.11599999999999999,0.302,0.624,0.43799999999999994,0.775,0.884,0.841,0.356,0.40237348169169806,0.13026258902162383
26,4229,Howie Kendrick,WSN,63,51,16,4,11,13,0,0.127,0.14300000000000002,0.294,0.293,0.314,0.397,0.608,0.156,0.42200000000000004,0.42200000000000004,0.0,0.21100000000000002,0.289,0.659,0.43,0.78,0.966,0.889,0.395,0.39464763660398255,0.0008920592304239575
27,13338,Omar Narvaez,SEA,91,77,25,5,20,13,0,0.132,0.187,0.221,0.357,0.325,0.418,0.545,0.213,0.32799999999999996,0.45899999999999996,0.071,0.179,0.276,0.7120000000000001,0.45899999999999996,0.758,0.81,0.792,0.353,0.38298462081786144,0.08494226860583984
28,17027,Alex Verdugo,LAD,72,69,23,4,8,16,0,0.042,0.111,0.29,0.333,0.333,0.361,0.623,0.213,0.45899999999999996,0.32799999999999996,0.0,0.2,0.253,0.594,0.402,0.8,0.951,0.898,0.342,0.40125380289720414,0.17325673361755586
29,16578,Yandy Diaz,TBR,114,94,28,7,18,18,1,0.149,0.175,0.298,0.3,0.298,0.395,0.596,0.14300000000000002,0.545,0.312,0.083,0.292,0.212,0.693,0.41,0.632,0.802,0.75,0.34,0.37961470679175824,0.11651384350517122
30,9134,Tyler Flowers,ATL,59,53,18,3,7,4,0,0.068,0.305,0.208,0.469,0.34,0.407,0.547,0.28600000000000003,0.34299999999999997,0.371,0.077,0.231,0.24600000000000002,0.649,0.429,0.485,0.833,0.7240000000000001,0.319,0.4265197715408231,0.3370525753630818
31,2434,Nelson Cruz,MIN,91,78,23,5,14,15,0,0.11,0.253,0.269,0.36,0.295,0.396,0.564,0.29100000000000004,0.23600000000000002,0.473,0.038,0.192,0.272,0.705,0.426,0.47700000000000004,0.828,0.684,0.392,0.3828226550843094,0.023411594172680128
32,12859,James McCann,CHW,60,56,20,2,9,5,2,0.067,0.217,0.179,0.439,0.357,0.4,0.536,0.302,0.326,0.37200000000000005,0.0,0.125,0.298,0.688,0.47700000000000004,0.564,0.818,0.733,0.328,0.3957983234121911,0.20670220552497287
33,11899,Joc Pederson,LAD,110,92,22,10,22,18,0,0.109,0.191,0.38,0.194,0.239,0.355,0.62,0.141,0.43700000000000006,0.423,0.067,0.33299999999999996,0.31,0.6629999999999999,0.461,0.727,0.8440000000000001,0.799,0.339,0.34067057763294367,0.004927957619302798
34,11442,Gary Sanchez,NYY,67,60,14,8,10,18,0,0.075,0.26899999999999996,0.433,0.176,0.233,0.313,0.667,0.14300000000000002,0.214,0.643,0.14800000000000002,0.29600000000000004,0.382,0.579,0.462,0.5329999999999999,0.823,0.68,0.316,0.3479236435662969,0.10102418850093955
35,15983,Clint Frazier,NYY,73,68,22,6,10,17,0,0.040999999999999995,0.21899999999999997,0.309,0.333,0.324,0.342,0.632,0.204,0.37,0.426,0.043,0.261,0.248,0.738,0.467,0.375,0.8440000000000001,0.706,0.317,0.36495973450573715,0.15129253787298785
36,17232,Yoan Moncada,CHW,115,105,33,6,22,20,2,0.078,0.226,0.257,0.37,0.314,0.374,0.571,0.228,0.405,0.36700000000000005,0.10300000000000001,0.207,0.265,0.6779999999999999,0.46,0.556,0.848,0.76,0.367,0.3813104989161273,0.03899318505756755
37,5361,Freddie Freeman,ATL,133,110,33,5,23,18,0,0.158,0.18,0.2,0.346,0.3,0.421,0.5,0.326,0.337,0.337,0.0,0.172,0.278,0.795,0.484,0.674,0.779,0.743,0.389,0.37874882815396416,0.02635262685356261
38,11875,Ronny Rodriguez,DET,32,29,8,2,6,4,1,0.063,0.25,0.414,0.3,0.276,0.313,0.69,0.095,0.33299999999999996,0.5710000000000001,0.083,0.16699999999999998,0.466,0.682,0.5589999999999999,0.556,0.767,0.667,0.252,0.3375699270039969,0.3395632023968131
39,4940,Jason Heyward,CHC,101,81,25,5,15,15,4,0.168,0.139,0.198,0.313,0.309,0.426,0.506,0.174,0.46399999999999997,0.36200000000000004,0.12,0.2,0.26,0.662,0.419,0.741,0.9109999999999999,0.847,0.343,0.3957204182479451,0.15370384328846967
40,16505,Matt Chapman,OAK,120,101,29,7,12,17,0,0.11699999999999999,0.11699999999999999,0.267,0.268,0.287,0.383,0.554,0.157,0.40399999999999997,0.43799999999999994,0.179,0.179,0.222,0.591,0.384,0.836,0.856,0.85,0.342,0.3540753782708467,0.035308123598966804
41,16219,J.D. Davis,NYM,74,63,19,3,12,8,0,0.149,0.162,0.206,0.333,0.302,0.405,0.508,0.255,0.49,0.255,0.077,0.231,0.2,0.6809999999999999,0.424,0.677,0.815,0.78,0.369,0.38242764352540676,0.03638927784663079
42,5209,Alex Gordon,KCR,124,103,31,5,18,22,0,0.09699999999999999,0.113,0.243,0.299,0.301,0.395,0.544,0.18899999999999997,0.456,0.35600000000000004,0.031,0.156,0.22899999999999998,0.759,0.449,0.667,0.899,0.8290000000000001,0.345,0.3617166567962953,0.048454077670421175
43,10324,Marcell Ozuna,STL,114,100,26,10,24,28,3,0.114,0.21899999999999997,0.35,0.246,0.26,0.351,0.61,0.213,0.373,0.413,0.09699999999999999,0.32299999999999995,0.316,0.67,0.462,0.5529999999999999,0.802,0.701,0.328,0.32632399164998965,0.0051097815549096355
44,14811,Luke Voit,NYY,130,109,30,8,21,25,0,0.138,0.23800000000000002,0.248,0.314,0.275,0.392,0.523,0.34600000000000003,0.34600000000000003,0.308,0.0,0.33299999999999996,0.258,0.7809999999999999,0.47700000000000004,0.46799999999999997,0.81,0.7020000000000001,0.378,0.3676199195643699,0.027460530252989685
45,15640,Aaron Judge,NYY,89,73,21,5,13,11,2,0.157,0.292,0.233,0.372,0.288,0.404,0.521,0.313,0.396,0.292,0.0,0.35700000000000004,0.24100000000000002,0.665,0.424,0.385,0.78,0.652,0.381,0.3965117431529301,0.04071323662186373
46,13145,Josh Bell,PIT,113,98,28,6,16,21,0,0.106,0.239,0.306,0.328,0.286,0.363,0.592,0.205,0.425,0.37,0.037000000000000005,0.222,0.272,0.732,0.442,0.667,0.805,0.7509999999999999,0.367,0.3720085377320212,0.013647241776624526
47,10681,Gio Urshela,NYY,66,58,20,1,8,6,1,0.076,0.136,0.155,0.388,0.345,0.409,0.5,0.34,0.4,0.26,0.154,0.077,0.371,0.6940000000000001,0.506,0.768,0.893,0.84,0.355,0.40139481993709347,0.13068963362561548
48,12979,Javier Baez,CHC,123,116,35,9,23,22,2,0.057,0.268,0.31,0.351,0.302,0.341,0.612,0.16899999999999998,0.434,0.39799999999999996,0.061,0.273,0.45399999999999996,0.754,0.557,0.556,0.85,0.693,0.316,0.34359790020916947,0.08733512724420718
49,16376,Michael Conforto,NYM,129,104,28,6,20,14,2,0.171,0.225,0.25,0.314,0.269,0.403,0.519,0.25,0.263,0.48700000000000004,0.054000000000000006,0.162,0.235,0.667,0.405,0.615,0.8190000000000001,0.748,0.363,0.3811586010257135,0.05002369428571208
50,6153,Eduardo Escobar,ARI,124,109,33,5,17,17,0,0.08900000000000001,0.218,0.239,0.359,0.303,0.379,0.541,0.22899999999999998,0.41,0.361,0.033,0.16699999999999998,0.377,0.602,0.46299999999999997,0.614,0.857,0.735,0.32,0.3739260928123462,0.16851904003858179
51,12856,George Springer,HOU,135,117,32,9,21,24,3,0.11900000000000001,0.259,0.291,0.311,0.274,0.363,0.564,0.145,0.494,0.361,0.067,0.3,0.214,0.715,0.429,0.556,0.79,0.723,0.383,0.35455308627646265,0.07427392617111582
52,14162,Carlos Correa,HOU,116,104,31,6,12,18,1,0.086,0.267,0.26,0.368,0.298,0.362,0.558,0.28800000000000003,0.37,0.342,0.08,0.24,0.295,0.65,0.45,0.5920000000000001,0.8540000000000001,0.757,0.358,0.3940145993707057,0.10059943958297689
53,4866,Jarrod Dyson,ARI,75,64,20,3,13,8,3,0.133,0.16,0.188,0.34,0.313,0.4,0.5,0.204,0.5920000000000001,0.204,0.0,0.3,0.23399999999999999,0.647,0.40299999999999997,0.55,0.909,0.7859999999999999,0.313,0.387049201228002,0.23657891766134828
54,17678,Alex Bregman,HOU,122,96,26,5,14,14,2,0.18,0.14800000000000002,0.208,0.28,0.271,0.41,0.479,0.275,0.25,0.475,0.132,0.132,0.175,0.59,0.35100000000000003,0.62,0.919,0.833,0.423,0.39113884490778755,0.07532187965062041
55,13611,Mookie Betts,BOS,132,112,33,6,22,15,1,0.136,0.14400000000000002,0.232,0.307,0.295,0.394,0.527,0.16,0.415,0.426,0.175,0.15,0.172,0.581,0.358,0.731,0.932,0.879,0.391,0.413843953236552,0.058424432830056196
56,5038,Josh Donaldson,ATL,119,97,25,5,20,13,0,0.17600000000000002,0.26899999999999996,0.237,0.333,0.258,0.395,0.495,0.16899999999999998,0.49200000000000005,0.33799999999999997,0.091,0.22699999999999998,0.22699999999999998,0.7290000000000001,0.423,0.542,0.77,0.695,0.379,0.36469583909132963,0.037741849363246364
57,12144,Max Kepler,MIN,102,90,25,7,15,16,0,0.10800000000000001,0.17600000000000002,0.289,0.273,0.278,0.353,0.567,0.13699999999999998,0.397,0.466,0.147,0.20600000000000002,0.309,0.774,0.51,0.5870000000000001,0.917,0.8029999999999999,0.336,0.34397306339661937,0.0237293553470814
58,2967,Tommy Pham,TBR,125,102,30,4,14,12,6,0.168,0.152,0.167,0.325,0.294,0.416,0.461,0.214,0.5479999999999999,0.23800000000000002,0.05,0.2,0.141,0.652,0.369,0.667,0.877,0.8320000000000001,0.369,0.4006375223169559,0.08573854286437908
59,3353,Matt Joyce,ATL,30,27,7,2,3,5,0,0.1,0.267,0.333,0.294,0.259,0.333,0.593,0.158,0.316,0.526,0.0,0.2,0.22,0.618,0.41200000000000003,0.5379999999999999,0.794,0.723,0.408,0.36179620478954383,0.11324459610405918
60,19709,Fernando Tatis Jr.,SDP,111,100,30,6,14,13,6,0.07200000000000001,0.28800000000000003,0.25,0.381,0.3,0.36,0.55,0.134,0.493,0.373,0.08,0.24,0.345,0.7170000000000001,0.49,0.5489999999999999,0.78,0.6809999999999999,0.379,0.36883002057688913,0.026833718794487798
61,18882,Brandon Lowe,TBR,100,90,26,6,17,17,3,0.08,0.33,0.278,0.385,0.289,0.35,0.567,0.32799999999999996,0.36200000000000004,0.31,0.111,0.33299999999999996,0.33299999999999996,0.792,0.525,0.385,0.774,0.63,0.336,0.37858366749801375,0.12673710564885038
62,3892,Josh Reddick,HOU,99,91,32,3,13,7,1,0.081,0.111,0.132,0.377,0.352,0.404,0.484,0.253,0.38,0.36700000000000005,0.034,0.10300000000000001,0.35700000000000004,0.7809999999999999,0.54,0.746,0.932,0.862,0.319,0.38099158086719176,0.1943309745053033
63,4892,Mike Moustakas,MIL,102,90,24,7,14,15,1,0.10800000000000001,0.20600000000000002,0.289,0.274,0.267,0.353,0.556,0.221,0.309,0.47100000000000003,0.21899999999999997,0.21899999999999997,0.344,0.662,0.46,0.693,0.857,0.78,0.329,0.35570409959254096,0.08116747596517003
64,14523,Pedro Severino,BAL,47,42,11,4,5,8,0,0.085,0.213,0.31,0.25,0.262,0.34,0.571,0.188,0.406,0.406,0.308,0.308,0.21899999999999997,0.6,0.389,0.478,0.882,0.757,0.321,0.35148486405408946,0.09496842384451544
65,18401,Ronald Acuna Jr.,ATL,128,105,29,6,17,19,2,0.141,0.21899999999999997,0.219,0.324,0.276,0.392,0.495,0.23399999999999999,0.429,0.33799999999999997,0.077,0.231,0.231,0.701,0.42,0.747,0.8220000000000001,0.7979999999999999,0.365,0.3769605211811872,0.032768551181334885
66,3711,Eric Thames,MIL,63,55,15,5,10,16,0,0.079,0.349,0.291,0.345,0.273,0.349,0.564,0.294,0.20600000000000002,0.5,0.0,0.294,0.253,0.682,0.435,0.45899999999999996,0.836,0.7090000000000001,0.346,0.3740441156528097,0.08105235737806281
67,13744,David Dahl,COL,89,81,26,2,11,8,0,0.067,0.315,0.222,0.462,0.321,0.364,0.543,0.28300000000000003,0.377,0.34,0.0,0.111,0.40700000000000003,0.723,0.526,0.54,0.777,0.6629999999999999,0.353,0.37601745515085666,0.06520525538486312
68,4106,Michael Brantley,HOU,129,118,39,5,17,18,3,0.07,0.109,0.186,0.34,0.331,0.38,0.517,0.262,0.466,0.272,0.0,0.179,0.27899999999999997,0.623,0.439,0.831,0.9690000000000001,0.922,0.372,0.4019265139933223,0.08044761826161909
69,2396,Carlos Santana,CLE,114,95,30,3,17,16,1,0.158,0.158,0.147,0.365,0.316,0.43,0.463,0.20800000000000002,0.532,0.26,0.0,0.15,0.23600000000000002,0.7020000000000001,0.42700000000000005,0.578,0.871,0.7759999999999999,0.397,0.38454047554536414,0.03138419258094681
70,6184,J.D. Martinez,BOS,120,105,34,4,15,15,1,0.1,0.142,0.171,0.353,0.324,0.4,0.495,0.18,0.41600000000000004,0.40399999999999997,0.0,0.111,0.348,0.7909999999999999,0.544,0.551,0.893,0.7709999999999999,0.383,0.35717142585414047,0.06743753040694396
71,12371,Tommy La Stella,LAA,90,76,19,7,15,18,0,0.111,0.055999999999999994,0.289,0.188,0.25,0.352,0.539,0.21100000000000002,0.423,0.366,0.077,0.26899999999999996,0.18899999999999997,0.568,0.384,0.912,0.907,0.9079999999999999,0.346,0.33226501487240995,0.03969648880806367
72,2151,Edwin Encarnacion,SEA,114,95,24,8,19,20,0,0.132,0.175,0.263,0.235,0.253,0.368,0.516,0.237,0.32899999999999996,0.434,0.061,0.242,0.259,0.628,0.405,0.684,0.7829999999999999,0.745,0.344,0.3469307937721161,0.008519749337546907
73,10322,Danny Santana,TEX,63,59,20,2,13,9,5,0.016,0.254,0.203,0.429,0.339,0.355,0.542,0.295,0.341,0.364,0.125,0.125,0.385,0.727,0.547,0.66,0.875,0.795,0.324,0.392334091759166,0.21090769061470985
74,5930,Nick Markakis,ATL,121,103,34,2,18,18,0,0.124,0.132,0.146,0.364,0.33,0.405,0.476,0.3,0.5,0.2,0.0,0.111,0.275,0.632,0.431,0.855,0.885,0.8740000000000001,0.356,0.40155683454209606,0.12796863635420247
75,5933,Jean Segura,PHI,83,76,25,1,15,11,1,0.06,0.133,0.158,0.375,0.329,0.386,0.487,0.16899999999999998,0.585,0.24600000000000002,0.0,0.063,0.335,0.563,0.433,0.774,0.94,0.867,0.323,0.3812231654120064,0.18025747805574735
76,5452,Ji-Man Choi,TBR,80,67,20,1,10,8,1,0.125,0.2,0.164,0.373,0.299,0.4,0.463,0.28800000000000003,0.48100000000000004,0.231,0.083,0.083,0.191,0.696,0.41700000000000004,0.6859999999999999,0.845,0.804,0.363,0.4015897352021387,0.10630781047421133
77,4062,Dexter Fowler,STL,94,80,25,1,12,7,1,0.128,0.213,0.113,0.407,0.313,0.415,0.425,0.35600000000000004,0.40700000000000003,0.237,0.071,0.071,0.198,0.7070000000000001,0.408,0.596,0.805,0.745,0.346,0.40929586829457365,0.18293603553344995
78,2136,David Peralta,ARI,132,123,39,4,19,20,0,0.053,0.242,0.22,0.398,0.317,0.356,0.537,0.25,0.467,0.28300000000000003,0.038,0.154,0.384,0.67,0.506,0.66,0.858,0.772,0.343,0.37878750316212495,0.10433674391290064
79,14593,David Bote,CHC,74,65,18,3,11,14,0,0.095,0.203,0.231,0.319,0.277,0.365,0.508,0.14,0.56,0.3,0.133,0.2,0.282,0.624,0.424,0.58,0.91,0.7809999999999999,0.362,0.36833914078218066,0.017511438624808494
80,4810,Brian McCann,ATL,48,40,13,1,2,8,0,0.125,0.083,0.125,0.333,0.325,0.417,0.45,0.18899999999999997,0.514,0.297,0.091,0.091,0.292,0.638,0.423,0.879,0.909,0.8959999999999999,0.323,0.380938773472038,0.1793770076533683
81,3473,Anthony Rizzo,CHC,124,101,23,6,20,18,1,0.129,0.161,0.257,0.227,0.228,0.371,0.485,0.21,0.37,0.42,0.08800000000000001,0.17600000000000002,0.32,0.588,0.424,0.755,0.883,0.8240000000000001,0.405,0.3367105690107184,0.1686158789858806
82,7996,Jose Martinez,STL,82,77,28,1,12,13,1,0.049,0.183,0.104,0.435,0.364,0.39,0.468,0.28600000000000003,0.444,0.27,0.059000000000000004,0.059000000000000004,0.29100000000000004,0.61,0.44,0.7170000000000001,0.9179999999999999,0.847,0.34,0.4035427215967184,0.18689035763740694
83,9054,Justin Smoak,TOR,109,91,24,5,15,18,0,0.147,0.22,0.198,0.306,0.264,0.385,0.462,0.209,0.284,0.507,0.028999999999999998,0.147,0.217,0.594,0.369,0.617,0.892,0.795,0.342,0.36612347952298274,0.07053648983328278
84,11579,Bryce Harper,PHI,129,104,25,6,17,20,1,0.17800000000000002,0.295,0.25,0.317,0.24,0.388,0.49,0.185,0.446,0.369,0.16699999999999998,0.25,0.26899999999999996,0.7829999999999999,0.47,0.46,0.741,0.643,0.372,0.3525580942690902,0.052263187448682295
85,12532,Kolten Wong,STL,113,92,25,4,14,15,5,0.142,0.15,0.196,0.292,0.272,0.398,0.467,0.16399999999999998,0.425,0.41100000000000003,0.16699999999999998,0.133,0.261,0.6579999999999999,0.431,0.6970000000000001,0.888,0.8220000000000001,0.361,0.36663348212796965,0.015605213650885479
86,8252,Hunter Pence,TEX,62,56,17,3,14,13,1,0.081,0.161,0.214,0.318,0.304,0.355,0.518,0.213,0.532,0.255,0.083,0.25,0.341,0.71,0.5,0.667,0.8590000000000001,0.784,0.358,0.3461787109564061,0.0330203604569661
87,9549,David Freese,LAD,53,43,10,2,8,8,0,0.18899999999999997,0.18899999999999997,0.233,0.258,0.233,0.377,0.465,0.273,0.515,0.212,0.0,0.28600000000000003,0.268,0.602,0.413,0.735,0.8640000000000001,0.8170000000000001,0.403,0.362750238193384,0.09987533947051128
88,6368,Adam Jones,ARI,126,112,32,5,13,18,0,0.071,0.14300000000000002,0.214,0.303,0.286,0.36,0.5,0.183,0.452,0.366,0.235,0.147,0.358,0.6990000000000001,0.501,0.639,0.905,0.795,0.313,0.3417263487582477,0.0917774720710789
89,9218,Paul Goldschmidt,STL,132,116,30,9,22,19,0,0.114,0.258,0.259,0.288,0.259,0.348,0.517,0.159,0.37799999999999995,0.46299999999999997,0.026000000000000002,0.237,0.3,0.6629999999999999,0.451,0.782,0.774,0.777,0.346,0.3277502409256383,0.05274496842301058
90,7185,Logan Forsythe,TEX,94,79,22,3,13,14,1,0.128,0.23399999999999999,0.19,0.345,0.278,0.376,0.468,0.24100000000000002,0.414,0.345,0.05,0.15,0.129,0.51,0.305,0.767,0.892,0.8640000000000001,0.325,0.400550101323612,0.23246185022649848
91,11368,Yasmani Grandal,MIL,104,92,26,6,16,12,3,0.096,0.221,0.217,0.313,0.283,0.356,0.5,0.221,0.47100000000000003,0.309,0.095,0.28600000000000003,0.327,0.643,0.469,0.616,0.7859999999999999,0.721,0.38,0.34432670667188997,0.09387708770555273
92,12564,Trevor Story,COL,131,118,33,7,22,19,6,0.069,0.252,0.237,0.329,0.28,0.344,0.517,0.209,0.337,0.45299999999999996,0.051,0.179,0.317,0.718,0.486,0.716,0.792,0.763,0.363,0.3493820587443454,0.037514989684998834
93,12155,Eddie Rosario,MIN,112,105,25,11,20,24,0,0.063,0.161,0.362,0.184,0.238,0.286,0.6,0.10300000000000001,0.379,0.517,0.08900000000000001,0.244,0.442,0.764,0.555,0.7190000000000001,0.885,0.799,0.3,0.2727937897768035,0.0906873674106549
94,4316,Daniel Murphy,COL,38,33,8,2,7,5,0,0.132,0.053,0.273,0.207,0.242,0.342,0.515,0.129,0.29,0.581,0.055999999999999994,0.111,0.363,0.6920000000000001,0.483,0.909,0.917,0.9129999999999999,0.328,0.3107760202938798,0.052512133250366515
95,12547,John Hicks,DET,54,49,15,1,2,4,1,0.09300000000000001,0.24100000000000002,0.163,0.4,0.306,0.37,0.469,0.25,0.41700000000000004,0.33299999999999996,0.083,0.083,0.402,0.7709999999999999,0.581,0.6,0.802,0.73,0.24,0.3742979172492719,0.5595746552052997
